artist,title,release_format,number_of_tracks,price,rating,votes,have,want,limited_edition,media_condition,sleeve_condition,release_page,genre,year,label_name,label_code
Martijn Comes &,Crystalline Tragedies / The Procession (Distant Motionless Shores),LP,2,23.93,4.5,6.0,46,14,1,M,M,https://discogs.com/release/12377498-Martijn-Comes-Giulio-Aldinucci-Crystalline-Tragedies-The-Procession-Distant-Motionless-Shores?ev=item-vc,ambient,2018,Moving Furniture Records ‎,MFR058
Úzgin Űver,Patak,LP,6,22.95,4.86,14.0,71,17,0,M,M,https://discogs.com/release/11512328-%C3%9Azgin-%C5%B0ver-Patak?ev=item-vc,ambient,2018,Mana Mana Records ‎,MANAVL-002
Zos Kia,23,LP,23,68.9,4.57,7.0,100,109,1,M,M,https://discogs.com/release/12893508-Zos-Kia-23?ev=item-vc,ambient,2018,Infinite Fog Productions ‎,IF-70LP
Peter Kardas,I Saw You,LP,14,29.82,4.44,18.0,104,155,0,M,M,https://discogs.com/release/12500847-Peter-Kardas-I-Saw-You?ev=item-vc,ambient,2018,Yoga Records ‎,"Y17, Echo Ocho ‎– E01"
Nonsun,Black Snow Desert,LP,6,39.87,4.4,5.0,50,8,1,M,M,https://discogs.com/release/11664525-Nonsun-Black-Snow-Desert?ev=item-vc,ambient,2018,Dunk!Records ‎,DNK1754
Free/Slope,Abracadabra,LP,8,21.91,4.08,12.0,105,21,1,M,M,https://discogs.com/release/12220441-FreeSlope-Abracadabra-?ev=item-vc,ambient,2018,Sound Effect Records ‎,"SER 052, Deep Distance ‎– DD61"
David Holmes,Mosaic - Music From The HBO Limited Series,LP,20,28.89,4.6,10.0,96,46,1,M,M,https://discogs.com/release/12306909-David-Holmes-Mosaic-Music-From-The-HBO-Limited-Series?ev=item-vc,ambient,2018,Touch Sensitive Records ‎,"TSR12LP, HBO ‎– TSR12LP"
Bobby Beausoleil,Voodoo Shivaya,LP,9,44.8,4.67,12.0,70,75,0,M,M,https://discogs.com/release/12160434-Bobby-Beausoleil-Voodoo-Shivaya?ev=item-vc,ambient,2018,The Ajna Offensive ‎,flame101
Grégoire Auger,Burn Out (Musique Originale De),LP,12,23.9,5.0,2.0,13,4,1,M,M,https://discogs.com/release/11383592-Gr%C3%A9goire-Auger-Burn-Out-Musique-Originale-De?ev=item-vc,ambient,2018,Bookmaker Records ‎,BKM14
Ōgon Batto,Hedoro,LP,29,25.78,5.0,5.0,45,36,0,M,M,https://discogs.com/release/10451465-%C5%8Cgon-Batto-Hedoro?ev=item-vc,ambient,2018,Aguirre Records ‎,ZORN40
The Imajinary Friends,The Imajinary Friends,LP,11,22.9,5.0,2.0,30,20,0,M,M,https://discogs.com/release/12138471-The-Imajinary-Friends-The-Imajinary-Friends?ev=item-vc,ambient,2018,Sound Effect Records ‎,SER 039
The Imajinary Friends,The Imajinary Friends,LP,11,26.75,5.0,3.0,29,22,1,M,M,https://discogs.com/release/12138435-The-Imajinary-Friends-The-Imajinary-Friends?ev=item-vc,ambient,2018,Sound Effect Records ‎,SER 039
Louise Bock,Repetitives In Illocality,LP,4,39.77,4.5,4.0,30,23,0,M,M,https://discogs.com/release/12398468-Louise-Bock-Repetitives-In-Illocality?ev=item-vc,ambient,2017,Feeding Tube Records ‎,FTR 374LP
Philipp Bückle,Paintings,LP,12,23.83,5.0,2.0,34,11,1,M,M,https://discogs.com/release/11764846-Philipp-B%C3%BCckle-Paintings?ev=item-vc,ambient,2018,Moving Furniture Records ‎,MFR053
Baldruin,Vergessene Träume,LP,13,21.92,4.29,7.0,46,28,0,M,M,https://discogs.com/release/11824675-Baldruin-Vergessene-Tr%C3%A4ume?ev=item-vc,ambient,2018,Ikuisuus ‎,IKU-052
Synth Sisters,Euphoria,LP,8,25.86,4.5,8.0,75,76,0,M,M,https://discogs.com/release/12183503-Synth-Sisters-Euphoria?ev=item-vc,ambient,2018,EM Records ‎,EM1175LP
Grouper,Grid Of Points,LP,8,31.78,4.49,116.0,1619,431,0,M,M,https://discogs.com/release/11896932-Grouper-Grid-Of-Points?ev=item-vc,ambient,2018,Kranky ‎,krank217
107-34-8933,Numbers,LP,3,29.83,4.85,13.0,118,123,1,M,M,https://discogs.com/release/11849396-107-34-8933-Numbers?ev=item-vc,ambient,2018,Wah Wah Records ‎,LPS197
Heldon,Live In Metz '77,LP,5,25.82,4.5,14.0,126,65,0,M,M,https://discogs.com/release/11897952-Heldon-Live-In-Metz-77?ev=item-vc,ambient,2018,Bam Balam ‎,BBLP055
Hidria Spacefolk,Symbiosis,LP,8,28.9,4.28,18.0,154,60,0,M,M,https://discogs.com/release/11679078-Hidria-Spacefolk-Symbiosis?ev=item-vc,ambient,2018,Hidria Records ‎,HDRSF-2
Spyros Xenos,A Space Journey,LP,21,29.88,4.33,3.0,9,3,0,M,M,https://discogs.com/release/10892436-Spyros-Xenos-A-Space-Journey?ev=item-vc,ambient,2017,Xenos Music ‎,SXLP 002
['ramp],Synchronize Or Die,LP,5,46.74,4.4,5.0,20,7,1,M,M,https://discogs.com/release/11647378-ramp-Synchronize-Or-Die?ev=item-vc,ambient,2018,Adansonia Records ‎,AR 022
Dirge,Alma | Baltica,"12""",5,25.92,4.67,3.0,60,15,0,M,M,https://discogs.com/release/11295292-Dirge-Alma-Baltica?ev=item-vc,ambient,2017,Division Records (2) ‎,dr069
Corrupted,Felicific Algorithim,LP,2,26.91,3.65,37.0,455,165,1,M,M,https://discogs.com/release/11426997-Corrupted-Felicific-Algorithim?ev=item-vc,ambient,2018,Cold Spring ‎,CSR240LP
Invisible Church &,Whatever Makes You Feel Safe,"12""",3,11.93,4.14,14.0,114,72,0,M,M,https://discogs.com/release/11040459-Invisible-Church-Marie-Davidson-Whatever-Makes-You-Feel-Safe?ev=item-vc,ambient,2017,Yerevan Tapes ‎,YER027
Stupid Cosmonaut,Digitalis,LP,6,15.86,4.4,5.0,43,9,0,M,M,https://discogs.com/release/11377258-Stupid-Cosmonaut-Digitalis?ev=item-vc,ambient,2018,Drone Rock Records ‎,DRR013
Uton,Echoes In The Wonderland,LP,8,20.84,4.64,11.0,74,36,1,M,M,https://discogs.com/release/3647875-Uton-Echoes-In-The-Wonderland?ev=item-vc,ambient,2012,DNT Records ‎,"DNT058, Ikuisuus ‎– IKU-034"
Varropas,Varropas,LP,2,20.96,4.33,3.0,49,22,0,M,M,https://discogs.com/release/4118823-Varropas-Varropas?ev=item-vc,ambient,2013,Hyster Tapes ‎,"HYSTER16, Ikuisuus ‎– IKU-039"
B A L A N C E,Rio Negro,"12""",4,22.93,4.88,8.0,24,9,1,M,M,https://discogs.com/release/9529566-B-A-L-A-N-C-E-Rio-Negro?ev=item-vc,ambient,2017,Multiple ‎,MLTPL03
Adamennon &,Iris,LP,6,19.77,4.6,5.0,31,20,1,M,M,https://discogs.com/release/10598867-Adamennon-Luciano-Lamanna-Iris?ev=item-vc,ambient,2017,Souterraine.org ‎,SOU01
DrumTalk,"Out Of The Blackness, Into The Blue","12""",2,24.74,5.0,9.0,62,53,1,M,M,https://discogs.com/release/10957980-DrumTalk-Out-Of-The-Blackness-Into-The-Blue-?ev=item-vc,ambient,2017,Caroline True Records ‎,CTRUE23
Sula Bassana,The Ape Regards His Tail,LP,8,30.92,4.0,1.0,15,24,1,M,M,https://discogs.com/release/11517276-Sula-Bassana-The-Ape-Regards-His-Tail?ev=item-vc,ambient,2018,Pancromatic ‎,PLP 2028
Celephaïs (3),"Grey Dawn, Quaint Gardens",LP,6,23.89,5.0,6.0,39,27,0,M,M,https://discogs.com/release/11137154-Celepha%C3%AFs-Grey-Dawn-Quaint-Gardens?ev=item-vc,ambient,2017,Ordo Viatorum ‎,OV 002
Byron Westbrook,Body Consonance,LP,5,15.89,4.55,11.0,82,34,0,M,M,https://discogs.com/release/10944467-Byron-Westbrook-Body-Consonance?ev=item-vc,ambient,2017,Hands In The Dark ‎,HITD035
Housewives (4) /,Housewives / Massicot,"7""",2,14.81,3.9,10.0,116,49,0,M,M,https://discogs.com/release/10296671-Housewives-4-Massicot-Housewives-Massicot?ev=item-vc,ambient,2017,Blank Editions ‎,"BETBC005, Et Mon Cul C'est Du Tofu? ‎– TOFU 125, Hands In The Dark ‎– HITD 034, Red Wig ‎– RW 025, Harbinger Sound ‎– HARBINGER-MASS-001"
Pyrit (2),UFO,LP,8,25.78,4.8,5.0,55,18,0,M,M,https://discogs.com/release/10579022-Pyrit-UFO?ev=item-vc,ambient,2017,Bookmaker Records ‎,"BKM10, Robotic Empire ‎– ROBO123"
Galactic Explorers,Epitaph For Venus,LP,3,29.77,4.4,15.0,136,107,0,M,M,https://discogs.com/release/13601541-Galactic-Explorers-Epitaph-For-Venus?ev=item-vc,ambient,2019,Mental Experience ‎,MENT014
Free/Slope,Daydream Melodies,LP,10,21.88,4.2,5.0,62,14,1,M,M,https://discogs.com/release/10505106-FreeSlope-Daydream-Melodies?ev=item-vc,ambient,2017,Sound Effect Records ‎,"SER 040, Deep Distance ‎– DD54"
Phurpa +,Misericordia,LP,2,32.97,4.8,5.0,55,84,1,M,M,https://discogs.com/release/7992852-Phurpa-Mare-Di-Dirac-Misericordia?ev=item-vc,ambient,2017,4iB Records ‎,4iB LP/0915/025
Cosmic Ground,Live,LP,4,44.97,4.7,10.0,58,24,1,M,M,https://discogs.com/release/10395146-Cosmic-Ground-Live?ev=item-vc,ambient,2017,Adansonia Records ‎,ar017
Surya Kris Peters,Holy Holy Holy,LP,6,27.98,4.57,7.0,59,13,1,M,M,https://discogs.com/release/9676151-Surya-Kris-Peters-Holy-Holy-Holy?ev=item-vc,ambient,2017,Electric Magic Records ‎,EMLP09
Didier Bocquet,Voyage Cerebral,LP,8,29.83,4.53,17.0,130,175,1,M,M,https://discogs.com/release/10463200-Didier-Bocquet-Voyage-Cerebral?ev=item-vc,ambient,2017,Wah Wah Records ‎,LPS193
NickLeBeat*,They Think The Grass Is Greener On The Other Side,LP,9,28.93,4.5,2.0,9,3,0,M,M,https://discogs.com/release/9290568-NickLeBeat-They-Think-The-Grass-Is-Greener-On-The-Other-Side?ev=item-vc,ambient,2016,6de Kolonne ‎,ZK 087
Fabio Orsi,Il Ricordo Improvviso Dell'Assoluto Stupore,LP,1,58.93,5.0,5.0,12,17,0,M,M,https://discogs.com/release/9712341-Fabio-Orsi-Il-Ricordo-Improvviso-DellAssoluto-Stupore?ev=item-vc,ambient,2017,Backwards ‎,BW18
Cozmic Corridors,Cozmic Corridors,LP,5,29.79,4.49,41.0,338,264,0,M,M,https://discogs.com/release/9685293-Cozmic-Corridors-Cozmic-Corridors?ev=item-vc,ambient,2017,Mental Experience ‎,"MENT011, Pyramid (24) ‎– PYR009"
Various,Drone-Mind // Mind-Drone Vol. 5,LP,5,21.93,4.5,16.0,102,45,1,M,M,https://discogs.com/release/9257415-Various-Drone-Mind--Mind-Drone-Vol-5?ev=item-vc,ambient,2016,Drone Records ‎,MIND-05
Various,Drone-Mind // Mind-Drone Vol. 5,LP,5,34.78,4.5,16.0,102,45,1,M,M,https://discogs.com/release/9257415-Various-Drone-Mind--Mind-Drone-Vol-5?ev=item-vc,ambient,2016,Drone Records ‎,MIND-05
Mortiis,Keiser Av En Dimensjon Ukjent,LP,2,40.88,4.65,17.0,108,123,1,M,M,https://discogs.com/release/3720799-Mortiis-Keiser-Av-En-Dimensjon-Ukjent?ev=item-vc,ambient,2012,Ordo MCM ‎,MCM010
Paul Marcano*  and,10;001 Dreams,LP,15,33.92,4.14,7.0,65,107,0,M,M,https://discogs.com/release/9011224-Paul-Marcano-and-Lightdreams-10001-Dreams?ev=item-vc,ambient,2016,Got Kinda Lost Records ‎,GKL006
Marco Ciccotti,Mistica Maxima,"12""",2,23.78,4.73,11.0,34,15,1,M,M,https://discogs.com/release/8681183-Marco-Ciccotti-Mistica-Maxima?ev=item-vc,ambient,2016,Multiple ‎,MLTPL01
Marco Ciccotti,Mistica Maxima,"12""",2,21.92,4.73,11.0,34,15,1,M,M,https://discogs.com/release/8681183-Marco-Ciccotti-Mistica-Maxima?ev=item-vc,ambient,2016,Multiple ‎,MLTPL01
Luciano Lamanna,In Vitro,LP,6,27.8,4.6,5.0,19,13,1,M,M,https://discogs.com/release/9767353-Luciano-Lamanna-In-Vitro?ev=item-vc,ambient,2016,Multiple ‎,MLTPL002
Benoit Pioulard,Seize / Marre,"7""",2,11.96,4.93,15.0,90,36,1,M,M,https://discogs.com/release/8205416-Benoit-Pioulard-Seize-Marre?ev=item-vc,ambient,2016,Backwards ‎,BW23
Matthew P. Hopkins*,Blue-Lit Half Breath,LP,8,17.81,4.64,14.0,121,66,1,M,M,https://discogs.com/release/8412755-Matthew-P-Hopkins-Blue-Lit-Half-Breath?ev=item-vc,ambient,2016,Penultimate Press ‎,PP22
Aavikko,Okeanos,LP,6,25.97,3.9,10.0,138,29,0,M,M,https://discogs.com/release/8516532-Aavikko-Okeanos?ev=item-vc,ambient,2016,Full Contact Records (2) ‎,"KRYPT-097, Ektro Records ‎– KRYPT-097"
Der Noir,A Certain Idea Of Love,LP,5,23.95,4.75,4.0,20,32,1,M,M,https://discogs.com/release/7648412-Der-Noir-A-Certain-Idea-Of-Love?ev=item-vc,ambient,2015,Subsound Records (2) ‎,SSR037LP
Blackwood (5),As The World Rots Away,LP,6,23.75,4.5,2.0,14,18,0,M,M,https://discogs.com/release/8374507-Blackwood-As-The-World-Rots-Away?ev=item-vc,ambient,2016,Subsound Records (2) ‎,none
LudoWic,A Blinding Light Moment,LP,12,23.77,5.0,2.0,33,6,1,M,M,https://discogs.com/release/8950274-LudoWic-A-Blinding-Light-Moment?ev=item-vc,ambient,2015,Wic Recordings ‎,WICR001
Leopard Flowers,Isa,"7""",4,27.8,4.75,4.0,13,5,1,M,M,https://discogs.com/release/7644084-Leopard-Flowers-Isa?ev=item-vc,ambient,2015,Kristallwald Tonträger ‎,KRISTALL002
Lightdreams,Islands In Space,LP,9,27.87,4.38,8.0,114,142,0,M,M,https://discogs.com/release/7838840-Lightdreams-Islands-In-Space?ev=item-vc,ambient,2016,Got Kinda Lost Records ‎,GKL005
"Dominique Grimaud,",AAHH!!,LP,8,20.94,4.4,5.0,43,31,0,M,M,https://discogs.com/release/7571909-Dominique-Grimaud-Veronique-Vilhet-AAHH?ev=item-vc,ambient,2015,Bam Balam ‎,BBLP 028
Hour House,Chiltern,LP,6,17.92,4.5,20.0,164,85,0,M,M,https://discogs.com/release/7303233-Hour-House-Chiltern?ev=item-vc,ambient,2015,Penultimate Press ‎,PP16
Thelema (2),Growing,LP,18,21.98,4.6,5.0,49,19,0,M,M,https://discogs.com/release/5708139-Thelema-Growing?ev=item-vc,ambient,2014,Cineploit ‎,Cine 08
Feffe,Uendelig Kos,LP,11,10.95,3.0,1.0,21,3,0,M,M,https://discogs.com/release/5092924-Feffe-Uendelig-Kos?ev=item-vc,ambient,2013,Syrin Vinyl ‎,SYRIN003
Thelema (2),Ephemerol,LP,2,21.9,4.33,12.0,133,46,1,M,M,https://discogs.com/release/4724107-Thelema-Ephemerol?ev=item-vc,ambient,2013,Cineploit ‎,Exploit 03
Circle,Panic,LP,11,24.95,4.35,17.0,212,71,0,M,M,https://discogs.com/release/4576447-Circle-Panic?ev=item-vc,ambient,2013,Full Contact Records (2) ‎,KRYPT-035
Hyde Park (3),Hidden Nature,LP,16,25.74,4.5,2.0,15,7,0,M,M,https://discogs.com/release/4643688-Hyde-Park-Hidden-Nature?ev=item-vc,ambient,2013,6de Kolonne ‎,ZK 075
Oscillotron,Eclipse,LP,12,23.8,4.43,7.0,87,22,0,M,M,https://discogs.com/release/4353129-Oscillotron-Eclipse?ev=item-vc,ambient,2013,Cineploit ‎,Cine 06
Grouper,Dragging A Dead Deer Up A Hill,LP,12,33.93,4.64,266.0,3573,1223,0,M,M,https://discogs.com/release/4243428-Grouper-Dragging-A-Dead-Deer-Up-A-Hill?ev=item-vc,ambient,2013,Kranky ‎,KRANK 176
Machinefabriek,15/15,LP,2,16.8,4.57,7.0,69,38,0,M,M,https://discogs.com/release/3629876-Machinefabriek-1515?ev=item-vc,ambient,2012,Worm Records ‎,WORMREC 4276
GAF (4),Group Art Fou,LP,10,25.98,4.33,3.0,26,8,1,M,M,https://discogs.com/release/3703776-GAF-Group-Art-Fou?ev=item-vc,ambient,2012,6de Kolonne ‎,"ZK 070, 6de Kolonne ‎– GAF001"
Hiernaermaels,Dwalend In Schaduwtijd,LP,8,25.79,4.5,2.0,32,14,1,M,M,https://discogs.com/release/3946789-Hiernaermaels-Dwalend-In-Schaduwtijd?ev=item-vc,ambient,2012,6de Kolonne ‎,ZK 073
